ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
21104131,20832,11522,25226.66289,59,BAT3873588,15.55148667,D,B4,OWN,73511.74745,Not Verified,n,Credit card refinancing,37.61937305,0,0,9,0,14445,68.94006128,26,f,37.66136117,0.088434888,1.567144023,0.628056168,0,INDIVIDUAL,37,0,45,235053,16823,0
11806628,18490,11324,22505.71955,59,BAT5525466,7.278005502,B,A4,MORTGAGE,39542.08067,Source Verified,n,Business,29.40968261,1,0,13,0,14292,93.80765313,4,f,284.9131899,20.6264572,921.6114321,0.3502308,0,INDIVIDUAL,101,0,6,166553,2345,0
39123994,14710,24368,27422.19698,59,BAT2333412,13.47568547,C,C5,MORTGAGE,41288.58148,Source Verified,n,Credit card refinancing,25.24288733,0,2,12,1,7696,27.43612669,28,w,8238.446635,0.077801829,1.88848246,1.056502215,0,INDIVIDUAL,140,0,34,243677,1811,1
4534929,9160,28837,11923.15143,59,BAT5629144,24.0784367,E,B5,MORTGAGE,109023.6423,Source Verified,n,Debt consolidation,19.37972914,0,0,12,0,3955,55.19191474,6,f,3884.257633,0.034206199,2.631264055,0.65994291,0,INDIVIDUAL,85,0,13,142793,56180,0
6558078,6971,16947,10474.50477,59,BAT224923,13.90033948,C,B1,MORTGAGE,63394.78095,Not Verified,n,Debt consolidation,18.97220499,0,0,10,0,1520,42.93560505,24,f,3926.577097,0.060803766,6.017217794,1.174166251,0,INDIVIDUAL,40,0,47,37968,51582,0
67261296,26240,30202,12627.11177,59,BAT224923,11.94123573,B,F1,MORTGAGE,50262.8114,Source Verified,n,Debt consolidation,20.75932452,0,0,16,0,10390,88.68713069,30,w,5744.848371,0.028729233,4.321805773,0.508979459,0,INDIVIDUAL,49,0,33,96951,9606,0
13845858,18025,10433,9773.523271,58,BAT1586599,9.264008342,C,A2,MORTGAGE,58395.85093,Source Verified,n,Other,25.88409058,0,0,11,0,7013,67.81566007,5,w,2279.103531,0.037975162,2.71740521,0.734004119,0,INDIVIDUAL,101,0,48,67195,9882,0
44289416,8685,9277,26384.74843,59,BAT224923,6.962366436,C,C3,OWN,92469.89952,Source Verified,n,Debt consolidation,10.61658703,0,0,13,0,3191,78.67248202,46,f,25.86005439,0.065527079,3.332009138,0.5614171,0,INDIVIDUAL,143,0,28,186098,19190,0
65903133,20072,17277,9279.366343,59,BAT1184694,9.797183732,A,A5,MORTGAGE,184592.6189,Not Verified,n,Credit card payoff,33.90536061,1,0,8,0,6472,62.02430374,26,w,648.8551796,0.072509703,5.434548249,1.655312901,0,INDIVIDUAL,85,0,51,56013,20407,0
6383072,10766,8949,16075.08778,58,BAT2252229,9.130036003,C,B2,MORTGAGE,82411.68616,Verified,n,Credit card refinancing,39.39794373,0,0,11,0,4487,21.72169448,22,w,998.9911448,0.021575027,0.918178961,0.721485266,0,INDIVIDUAL,52,0,50,74901,2988,0
58692072,16206,19949,16156.96467,58,BAT1780517,9.378876932,E,C4,MORTGAGE,38553.47767,Source Verified,n,Debt consolidation,25.39052331,0,0,11,0,4703,51.2006298,4,w,456.9815462,0.005012742,1.100488835,1.07803912,0,INDIVIDUAL,122,0,1148,171702,6085,0
35659443,18681,32985,6839.510359,58,BAT2522922,17.28417601,A,E1,MORTGAGE,63368.44001,Verified,n,Credit card refinancing,11.32335504,0,0,27,0,869,63.33186477,15,f,1853.719981,27.59115086,1.889819454,0.856010506,0,INDIVIDUAL,110,0,50,251037,47246,0
30324145,31499,6597,15959.88927,58,BAT2252229,9.92053027,A,E2,RENT,212773.6161,Source Verified,n,Credit card refinancing,25.5308853,0,0,21,0,2224,62.8509896,30,w,2344.303346,0.090629677,1.872816227,0.870239751,0,INDIVIDUAL,147,0,57,359998,17574,0
51578681,5319,22081,21594.42666,58,BAT3873588,9.788761552,C,C3,RENT,89641.24971,Source Verified,n,Credit card refinancing,29.02003978,0,0,15,0,8796,62.68168051,22,w,513.338081,0.032170711,0.08004159,20.8437582,0,INDIVIDUAL,74,0,26,379971,9430,0
44210909,5903,12236,13718.60719,58,BAT2522922,12.1151941,D,A3,OWN,131462.158,Not Verified,n,Debt consolidation,24.12706789,0,0,15,0,8886,52.58889844,7,w,797.21413,0.101020711,6.185972811,0.252841053,0,INDIVIDUAL,31,0,48,224844,15572,1
45781145,7741,21129,11191.68261,58,BAT1586599,18.05157261,A,D5,RENT,94363.12333,Verified,n,Other,34.84723202,0,2,10,0,3115,25.11437415,17,f,1097.38528,0.008199444,0.4453752,0.764065871,0,INDIVIDUAL,41,0,468,22959,24211,0
3058725,16612,9027,13850.91699,59,BAT2333412,10.5884054,B,A2,MORTGAGE,37805.04351,Not Verified,n,Credit card refinancing,7.594069353,0,0,12,0,9755,51.76629888,23,w,1921.850706,0.028779329,1.715698621,0.599077001,0,INDIVIDUAL,105,0,19,313284,27840,0
13470962,15828,17993,11183.0199,58,BAT1586599,6.855090759,C,B5,RENT,25824.98679,Not Verified,n,Credit card refinancing,25.95672746,0,0,12,0,24067,94.0129233,20,f,166.4908688,0.070488427,0.027104199,0.94480799,0,INDIVIDUAL,139,0,15,22072,11706,0
23341340,31069,30565,6217.073164,59,BAT4136152,7.659484638,D,D5,OWN,33273.46371,Verified,n,Debt Consolidation,36.40754427,0,1,22,0,21667,29.06128134,24,f,2667.793546,0.039241943,0.691527991,0.159577203,0,INDIVIDUAL,20,0,47,208574,17898,0
45996923,12354,17732,8487.558958,58,BAT1586599,9.282683295,C,C2,RENT,51948.4908,Not Verified,n,Home improvement,28.3762993,0,0,11,0,786,54.4201671,28,f,885.3179881,0.099206381,4.07403201,0.74808051,0,INDIVIDUAL,38,0,31,193774,5386,0
14299262,29360,12856,10903.37992,59,BAT1761981,8.482471573,B,C5,MORTGAGE,111183.0189,Source Verified,n,Credit card refinancing,31.08034451,0,0,8,0,2989,22.7656076,16,w,4262.857123,0.105475881,8.601295647,0.38233589,0,INDIVIDUAL,13,0,54,33248,31345,0
25289042,30359,8394,9846.931291,59,BAT5849876,11.03067926,A,C4,MORTGAGE,54663.80383,Not Verified,n,Credit card refinancing,34.88337115,0,0,13,0,2303,63.12434307,21,f,2231.661993,0.035710917,5.682322427,0.073863403,0,INDIVIDUAL,77,0,26,109724,52821,0
31408474,16205,7411,15454.13528,59,BAT1184694,11.92816571,C,C2,MORTGAGE,63210.42247,Verified,n,Credit card refinancing,30.54765367,0,0,13,0,1491,6.136402052,14,w,1858.975893,2.76E-05,2.032837222,0.342601625,0,INDIVIDUAL,40,0,17,154211,24106,0
14853629,9404,16137,9958.719232,58,BAT4351734,9.150983922,E,C4,RENT,64379.51388,Source Verified,n,Debt consolidation,27.17452831,0,0,20,0,2982,27.38750029,14,w,6093.436608,0.073790352,4.037581796,1.054803019,0,INDIVIDUAL,16,0,402,154984,21063,0
35546790,20233,5768,5542.713515,59,BAT5629144,13.64402728,C,B3,OWN,33520.93552,Source Verified,n,Debt consolidation,27.60274587,0,0,12,0,4396,45.98115361,23,w,321.1279179,0.041129298,3.866081438,0.542320688,0,INDIVIDUAL,32,0,29,264553,20945,0
28627897,14521,20077,4044.944223,59,BAT3726927,11.18628576,B,E1,RENT,74978.12083,Verified,n,Home improvement,31.98959829,0,0,19,0,5084,56.50687838,17,w,1074.034066,0.099520313,5.148303639,0.512745438,0,INDIVIDUAL,83,0,60,221859,21663,0
12003063,23584,11441,17034.43883,59,BAT2575549,16.3666161,G,C2,MORTGAGE,169816.5833,Source Verified,n,Credit card refinancing,28.92227424,6,0,15,0,17774,13.61969671,13,w,768.9029482,0.033964214,4.840400795,0.828884089,0,INDIVIDUAL,54,0,27,26505,11630,0
42731040,28605,34638,9969.395379,59,BAT5924421,8.763423759,E,B3,MORTGAGE,217586.4869,Source Verified,n,Debt consolidation,31.79861084,0,0,15,0,22750,60.2948745,17,f,3193.111441,0.009622446,1.572800531,0.209161477,0,INDIVIDUAL,85,0,28,192449,4770,0
3118509,20330,26406,10319.30691,59,BAT2136391,13.28449409,F,D1,OWN,136226.9307,Source Verified,n,Credit card refinancing,25.05706191,0,1,15,0,29520,35.70162512,18,f,402.6613191,0.081311437,3.02298024,0.698044172,0,INDIVIDUAL,69,0,25,74745,53301,0
23952878,20184,7030,13996.03316,58,BAT3726927,8.711856374,C,C2,OWN,54933.48053,Not Verified,n,Debt consolidation,20.647599,0,0,14,0,1591,47.9266494,22,f,10596.85604,0.031318968,0.574252036,0.99168353,0,INDIVIDUAL,19,0,65,41202,7874,0
2515005,14448,9836,11272.15564,59,BAT4722912,11.67589631,B,C1,RENT,76934.66706,Source Verified,n,Credit card refinancing,13.77242752,1,0,11,0,14805,26.72479294,29,f,485.0446302,0.021923742,2.421972548,1.418983599,0,INDIVIDUAL,60,0,45,40148,30810,0
1520405,28541,23182,22562.7144,59,BAT4694572,23.94754171,A,B4,MORTGAGE,51862.84706,Source Verified,n,Debt consolidation,26.30996409,0,0,8,0,4164,36.15440165,39,f,6186.880116,0.087916367,4.736236762,0.824420843,0,INDIVIDUAL,127,0,14,74861,6126,0
37031837,9540,14704,9354.197515,58,BAT1104812,12.33315958,B,B1,MORTGAGE,96720.03237,Verified,n,credit card consolidation,30.50104041,0,0,30,0,9403,68.38132428,20,w,990.4274131,0.060964568,1.55936722,0.743532234,0,INDIVIDUAL,114,0,39,153288,126991,0
66478013,28187,28935,19688.12564,58,BAT2833642,11.85134374,B,G2,MORTGAGE,57928.88911,Not Verified,n,Credit card refinancing,17.73237016,0,0,13,1,2923,31.14830029,8,w,1434.519575,0.005717813,2.532380798,1.282272197,0,INDIVIDUAL,47,0,45,406049,23247,1
5413238,26789,7756,8485.110581,58,BAT4808022,15.28426185,E,C2,RENT,68832.15868,Source Verified,n,Credit card refinancing,19.63272225,0,0,9,0,6109,46.19394291,5,f,678.658359,0.062091253,7.509728129,0.185763131,0,INDIVIDUAL,1,0,19,49885,146960,0
15162645,6822,11896,10247.29137,59,BAT1586599,21.55045376,C,B2,MORTGAGE,59832.51704,Verified,n,Major purchase,37.30301939,0,0,12,0,10396,84.00276961,18,f,6420.404354,0.048317117,1.508384086,0.422708286,0,INDIVIDUAL,56,0,31,13935,43965,0
6130502,6838,12602,33675.78947,58,BAT4722912,9.433891208,C,C3,RENT,46592.74664,Not Verified,n,Credit card refinancing,23.1489908,0,0,11,0,3049,88.39410112,17,f,909.4411612,0.047596197,6.837517282,0.720405715,0,INDIVIDUAL,72,0,19,93145,18005,0
10013006,13758,8700,9972.923295,59,BAT1104812,7.660997659,B,B5,RENT,40350.49545,Source Verified,n,Credit card refinancing,34.12355805,0,0,12,0,3162,89.40718582,11,w,591.1704824,0.048791483,8.992247302,0.639895891,0,INDIVIDUAL,92,0,35,446513,44848,0
15048512,29574,21521,8273.629013,59,BAT2428731,8.463941289,B,A1,RENT,52481.60742,Source Verified,n,Other,38.27361954,0,0,14,0,1330,71.94380591,29,w,992.8739605,0.06796378,4.272977469,1.26471816,1,INDIVIDUAL,19,0,36,508213,8033,0
3159963,10336,21389,22551.8245,59,BAT5849876,9.640897683,D,E2,MORTGAGE,48239.54034,Source Verified,n,Home improvement,25.87525864,0,0,30,0,11202,65.68819704,22,w,1565.789654,0.029486581,4.155803562,0.671925166,0,INDIVIDUAL,124,0,31,47813,7947,0
4565791,20601,6402,15634.68516,59,BAT4351734,9.701285253,C,B2,MORTGAGE,61105.96665,Source Verified,n,Debt consolidation,38.58760054,1,0,12,1,3383,36.64676866,19,f,1722.332416,0.087820362,4.489780912,0.146778941,0,INDIVIDUAL,113,0,34,25459,17851,0
42445389,32951,23530,25203.77132,59,BAT5849876,15.84151303,B,C3,MORTGAGE,77194.01733,Not Verified,n,Debt consolidation,18.91668374,0,0,32,0,7391,22.64760261,8,w,91.85456528,0.12935354,6.543707431,0.514076463,0,INDIVIDUAL,113,0,9,177953,17138,0
4794577,4358,10803,7094.272729,59,BAT4351734,21.13525558,E,F2,MORTGAGE,132326.5743,Verified,n,Debt consolidation,27.25203607,6,0,10,0,7344,48.96180211,14,w,856.7175934,0.009669859,0.714176526,1.489746785,0,INDIVIDUAL,92,0,27,188765,9627,0
7143169,15812,14886,8554.162404,58,BAT3193689,5.845659573,B,C5,OWN,55388.20633,Verified,n,Debt consolidation,16.9157501,0,1,15,0,22609,44.46538699,23,w,1432.510568,0.025751921,7.218057552,1.002944315,0,INDIVIDUAL,38,0,21,63815,35184,0
6468779,6786,11358,10804.22739,59,BAT4808022,6.484760242,A,F3,MORTGAGE,131712.2695,Source Verified,n,Credit card refinancing,8.721417024,0,0,15,0,9492,25.14240393,11,f,384.5396207,0.060399822,4.001671689,1.31342738,0,INDIVIDUAL,71,0,33,153225,29996,0
1505333,14268,12245,6657.125141,58,BAT1586599,15.76594813,C,C1,RENT,38231.11886,Source Verified,n,Other,17.62505025,0,0,13,0,4269,62.7161815,9,w,200.5434784,0.058160999,2.294528506,1.27286282,0,INDIVIDUAL,54,0,24,334107,4014,0
36256301,30761,5041,5338.833328,58,BAT1586599,8.651147734,F,B3,MORTGAGE,57688.77698,Source Verified,n,Credit card refinancing,28.14271171,0,0,15,0,15216,54.31787465,31,f,3617.179349,0.031113059,4.344931673,0.065546131,0,INDIVIDUAL,39,0,35,114422,62282,0
4232135,10231,17155,17799.42724,58,BAT1184694,20.17126327,C,C1,MORTGAGE,94630.04834,Verified,n,Debt Consolidation,17.96295117,0,0,23,0,3294,74.67249687,11,f,2548.497696,0.011439785,1.219201033,1.097845572,0,INDIVIDUAL,104,0,321,61637,40283,0
36824391,14565,8525,9886.591986,59,BAT1184694,14.47247359,E,C3,MORTGAGE,61910.60171,Not Verified,n,Debt consolidation,10.50828697,0,0,11,0,3421,59.94184444,16,w,454.3709847,0.00664621,1.491049824,0.989924848,0,INDIVIDUAL,14,0,57,190320,11957,0
5355488,8441,10227,11820.18389,59,BAT1586599,12.69150522,A,A4,MORTGAGE,65102.42013,Source Verified,n,Credit card refinancing,18.68835501,0,0,32,0,11668,65.24885797,26,f,2748.334984,0.023054453,0.566917026,1.411307243,0,INDIVIDUAL,63,0,20,129170,5433,0
69297194,18077,10906,21700.5278,59,BAT4694572,9.966295146,A,C4,MORTGAGE,73651.19972,Source Verified,n,Debt consolidation,38.58476011,0,0,11,0,364,86.20967436,17,w,354.2670534,0.111108337,2.364002652,0.76814864,0,INDIVIDUAL,14,0,50,92566,12607,0
23295903,6825,19855,16095.00953,58,BAT2575549,10.77011554,B,B5,MORTGAGE,96525.31658,Source Verified,n,Credit card refinancing,10.30700952,0,1,32,0,3045,99.46284059,29,w,1431.115152,0.108733357,3.550081128,0.915167888,0,INDIVIDUAL,62,0,18,100522,5182,0
49549222,20522,8968,11750.14332,59,BAT5714674,10.20286801,B,B4,MORTGAGE,63216.02769,Source Verified,n,Credit card refinancing,38.39702359,0,0,16,0,5886,68.2628743,10,w,1886.327314,0.043018648,0.642335105,0.7282754,0,INDIVIDUAL,124,0,41,207694,29967,0
12960215,5839,22258,14483.52486,59,BAT1104812,11.05181487,B,D1,MORTGAGE,101493.345,Verified,n,Credit card refinancing,26.81411362,0,0,7,0,12551,49.63003089,31,f,2697.438961,0.050136042,4.052298692,0.061333656,0,INDIVIDUAL,118,0,46,34962,74862,0
37533247,16114,6222,11727.13095,59,BAT3726927,11.08095225,B,A4,OWN,34581.52354,Source Verified,n,Credit Cards,16.61972752,0,0,10,0,351,70.76156031,16,w,107.4483593,0.002855589,1.012863939,1.313037922,0,INDIVIDUAL,98,0,18,166869,24111,0
46019921,8223,12184,15494.42334,58,BAT224923,7.004163489,F,B1,RENT,59272.78242,Not Verified,n,Credit card refinancing,18.97377521,0,0,8,0,9538,80.55424544,19,w,1984.108793,0.027903271,1.845415304,1.363168621,0,INDIVIDUAL,73,0,487,178551,15284,0
37203312,16015,12257,11469.36908,58,BAT2078974,14.86854814,C,D1,MORTGAGE,65064.442,Verified,n,Debt consolidation,32.50585027,2,0,16,0,7186,52.46527809,18,w,638.0163067,0.045885104,0.985897654,1.058319915,0,INDIVIDUAL,107,0,57,68148,7362,0
67198454,14364,6728,6176.281494,58,BAT5341619,10.96931334,C,D1,RENT,42052.0632,Source Verified,n,Credit card refinancing,37.28831687,0,0,17,0,5906,31.1450968,34,f,3921.783103,0.038282741,0.15847761,0.694477996,0,INDIVIDUAL,28,0,55,412333,4725,0
59980617,21011,7534,20589.32224,59,BAT1766061,9.519812675,A,A4,MORTGAGE,285331.7108,Not Verified,n,Credit card refinancing,22.50593532,0,2,21,0,22626,32.27634187,19,f,459.6169885,0.072703042,3.808187457,0.802231751,0,INDIVIDUAL,23,0,4589,309172,4203,0
25779732,23244,9607,5811.401905,58,BAT2803411,9.403310077,A,C4,MORTGAGE,83116.05988,Not Verified,n,Debt consolidation,6.415598444,0,0,29,0,6075,31.6882711,19,f,1180.223105,0.035958921,0.280093184,0.094727572,0,INDIVIDUAL,5,0,24,219443,38250,0
7964932,19176,9292,13059.25154,58,BAT5341619,14.10848215,E,G3,MORTGAGE,35064.96176,Not Verified,n,Debt consolidation,34.43527487,2,1,11,0,7616,81.40882475,6,w,467.9809468,0.10874348,4.045217143,0.791616328,0,INDIVIDUAL,60,0,28,225521,33862,0
13264033,4226,21599,8524.481371,58,BAT4351734,12.28909212,C,C2,RENT,45799.65925,Source Verified,n,Credit card refinancing,34.53365701,0,1,15,0,7973,45.40706224,30,w,1510.291137,0.132538754,4.437372632,1.408629914,0,INDIVIDUAL,147,0,35,38622,7250,0
7261918,16930,8014,32277.40011,59,BAT4136152,5.355754559,C,A2,OWN,167212.7279,Source Verified,n,Debt consolidation,32.76666398,0,0,8,0,4135,72.60958395,9,w,1323.128168,0.04706571,2.7475019,0.258793544,0,INDIVIDUAL,78,0,15,184438,5152,0
2668560,16883,6431,21038.14429,59,BAT2575549,14.97071329,E,F3,MORTGAGE,40998.56196,Source Verified,n,Credit card refinancing,15.86091098,1,1,13,0,5798,48.37164789,15,f,828.1989406,0.004828802,4.250423204,0.02821711,0,INDIVIDUAL,121,0,23,142855,8112,0
11373497,25910,7075,11564.30385,59,BAT2333412,9.31973271,A,G2,MORTGAGE,54206.51535,Verified,n,Credit card refinancing,31.93895626,0,0,10,0,3218,26.60646604,13,w,1712.669273,0.019222439,2.131221025,0.18153831,0,INDIVIDUAL,17,0,26,226467,20632,0
4205313,13985,15538,22369.02497,59,BAT2803411,6.381169799,B,F3,RENT,115032.478,Source Verified,n,Debt consolidation,37.98314172,0,0,12,0,6247,59.14279172,20,w,1696.203278,0.034877587,2.174297307,0.255879613,0,INDIVIDUAL,58,0,43,166862,4920,0
53578469,13511,9786,23285.22505,59,BAT2333412,8.965398227,A,B4,OWN,126501.49,Not Verified,n,Credit card refinancing,18.77166045,0,0,11,0,2928,34.77256745,5,f,1136.55765,0.038435215,6.385366701,0.203886629,0,INDIVIDUAL,58,0,40,130970,14202,1
24929182,11028,12225,13875.82592,58,BAT4351734,5.476360037,B,C5,MORTGAGE,67943.91713,Source Verified,n,Debt consolidation,32.05334404,0,0,12,0,5695,83.90151213,20,f,415.9432693,0.049802866,8.781441046,0.312092271,0,INDIVIDUAL,128,0,17,90454,2246,0
12089774,23086,16859,15497.80963,59,BAT2078974,8.050653053,C,C5,OWN,79166.24198,Source Verified,n,Credit Card Consolidation,18.96141609,1,0,9,0,17661,51.80057483,18,w,461.0469153,0.058757096,0.015401415,0.701889873,0,INDIVIDUAL,70,0,43,28227,4868,0
4625806,32292,8669,14331.47106,58,BAT2252229,16.02393863,C,A5,MORTGAGE,67746.22655,Verified,n,Debt consolidation,23.33481055,0,0,7,0,20470,49.08680934,21,w,509.5040553,0.031818442,5.744147745,0.696017571,0,INDIVIDUAL,33,0,25,32793,18752,0
2319837,29973,16838,7913.148467,59,BAT4136152,8.854218767,C,C4,MORTGAGE,113038.0624,Not Verified,n,Home improvement,29.91164683,0,0,30,0,16338,64.2665713,28,f,946.2309682,0.033707033,347.0004677,0.866105427,0,INDIVIDUAL,50,0,40,102964,88110,0
12998699,8538,16472,13235.10355,59,BAT3873588,15.77637593,B,A3,MORTGAGE,56675.26566,Source Verified,n,Credit card refinancing,16.97245008,1,0,18,0,13279,63.74711306,30,w,1404.560496,0.031369731,8.566687275,0.773898471,0,INDIVIDUAL,22,0,20,138661,33845,0
2897430,25463,5261,13093.16673,59,BAT1586599,9.347095098,C,C5,MORTGAGE,39065.55499,Source Verified,n,Debt consolidation,12.45895401,0,0,9,0,10770,73.58068798,20,w,722.4738672,0.059357916,8.5488463,0.293360006,0,INDIVIDUAL,87,0,39,206143,41625,1
4642726,29643,19598,6356.500202,58,BAT1586599,17.24745476,B,B5,OWN,89931.03298,Not Verified,n,Credit card refinancing,29.44855623,0,1,13,0,3391,44.14324311,21,f,1791.38585,0.010036136,5.932252472,1.106448273,0,INDIVIDUAL,15,0,22,54368,8682,0
3106474,6265,16252,6230.670381,59,BAT4136152,18.02560275,F,F2,OWN,136341.138,Verified,n,Debt Consolidation,8.814316332,0,1,9,0,7818,84.39643931,20,w,3262.880267,0.049840378,2.464971463,1.376065034,0,INDIVIDUAL,154,0,24,139987,51505,0
3836766,23933,20912,13191.83723,59,BAT1766061,10.54392154,C,D5,RENT,101752.6134,Not Verified,n,Debt consolidation,37.90796048,0,0,31,1,27274,53.91868867,22,w,649.5767408,23.69960188,0.940253476,0.530737221,0,INDIVIDUAL,29,0,32,197411,28799,0
31227473,5115,8505,34938.82327,59,BAT2078974,6.863677887,B,D3,MORTGAGE,61665.29346,Verified,n,Credit card refinancing,31.77936677,0,0,7,0,122,69.64000651,7,w,759.288572,0.03673141,0.514386371,0.846211555,0,INDIVIDUAL,65,0,376,57648,6690,0
31278033,1436,8530,8426.471888,59,BAT224923,12.31381125,D,D5,MORTGAGE,103203.024,Verified,n,Debt consolidation,19.05528914,0,0,14,0,345,84.86543722,15,w,1328.640883,0.059053491,3.232104779,1.201563095,0,INDIVIDUAL,62,0,303,320405,12707,0
18248011,15015,10236,8300.919738,59,BAT1586599,17.51158381,B,B1,MORTGAGE,76702.11929,Not Verified,n,Debt consolidation,20.1575028,0,0,13,1,5040,43.07661669,21,w,684.6361341,0.050840839,6.423053521,1.369187538,0,INDIVIDUAL,146,0,51,202824,44959,1
61063698,5234,6236,17430.11176,59,BAT3726927,11.04795622,E,D1,OWN,29726.96432,Source Verified,n,Debt consolidation,18.52289222,0,1,11,0,21991,81.53468367,13,w,1107.035188,0.077750715,2.408772059,0.973557204,0,INDIVIDUAL,73,0,25,214689,23101,0
6373855,31877,9601,22815.21177,59,BAT2136391,6.466307085,E,E2,OWN,109692.618,Source Verified,n,Debt consolidation,28.02798988,1,0,25,0,1936,20.30923857,29,w,3920.217738,0.053783555,1.943665325,0.105775106,0,INDIVIDUAL,76,0,54,203051,1519,0
37507412,10979,7493,8556.440368,58,BAT1761981,12.28377156,C,C5,MORTGAGE,52531.42028,Source Verified,n,Credit card refinancing,26.31927547,1,0,14,0,2358,67.33609825,20,f,3345.413572,0.000929048,1.113375505,0.629479221,0,INDIVIDUAL,134,0,33,58461,14270,0
3281840,10029,9126,21031.80187,58,BAT2136391,12.45534165,C,B3,RENT,68790.34618,Not Verified,n,Debt consolidation,32.04291928,0,0,15,0,14632,36.06188089,10,w,1038.43233,0.033887474,4.94163323,1.553570423,0,INDIVIDUAL,150,0,27,129582,30131,0
11253178,14544,22680,26599.6652,58,BAT3873588,9.020784746,B,A3,MORTGAGE,61779.23387,Verified,n,Debt consolidation,36.73072631,0,0,8,0,1576,48.75637265,14,f,262.9834581,0.01965129,3.016838901,0.935115881,0,INDIVIDUAL,8,0,21,213948,88747,0
8453756,29652,10494,22814.58607,58,BAT1104812,12.29022053,E,C4,RENT,54631.68746,Not Verified,n,Credit card refinancing,19.76396909,0,0,13,0,13448,65.43882197,23,w,1268.414937,0.048409136,0.602737737,0.828620135,0,INDIVIDUAL,114,0,20,133171,30663,0
56141023,22603,25492,16870.28907,58,BAT1104812,10.53467103,D,C3,OWN,185421.5345,Source Verified,n,credit card,14.92096168,0,2,7,0,882,41.93599021,37,f,10238.88485,0.000718658,5.407457412,0.851320864,0,INDIVIDUAL,160,0,37,385272,8479,0
62174101,20907,9646,11204.14231,59,BAT2558388,16.08920044,D,B2,MORTGAGE,62470.08771,Source Verified,n,Debt consolidation,18.77990344,0,0,28,0,8712,54.09332375,18,f,4456.098786,0.030242701,1.300231077,0.24798243,0,INDIVIDUAL,87,0,493,317017,26864,0
38240575,18414,13199,16931.93717,59,BAT5489674,17.14912876,D,A5,MORTGAGE,96342.55706,Source Verified,n,Credit card refinancing,22.61409127,0,0,8,0,1580,69.00460949,7,w,401.464738,0.006532111,5.454470423,1.023562923,0,INDIVIDUAL,16,0,36,176600,19753,0
9363180,7643,8744,4251.251735,58,BAT3873588,16.34036546,B,B3,RENT,79522.47655,Source Verified,n,Debt consolidation,20.60141586,1,0,17,1,57791,58.12071572,8,w,2642.143531,0.040111162,2.183042322,0.854262555,0,INDIVIDUAL,116,0,23,19454,13006,0
5021189,15127,14976,15011.74923,59,BAT3873588,8.568180804,E,D1,MORTGAGE,97604.5647,Verified,n,Credit card refinancing,14.40517454,0,0,31,0,4646,74.97351466,18,w,977.0483473,0.017480878,2.132082418,0.498509719,0,INDIVIDUAL,82,0,27,156781,44306,0
9234043,5593,14535,9664.382757,58,BAT4694572,7.205577919,B,C4,MORTGAGE,48195.02188,Source Verified,n,Debt consolidation,28.78196012,0,0,15,0,4129,75.75435672,27,w,11037.71369,0.118531922,6.189940238,0.162666326,0,INDIVIDUAL,111,0,12,4168,35847,0
8133237,1821,11648,20720.25456,58,BAT1586599,20.84802808,E,B1,MORTGAGE,100961.1433,Source Verified,n,Debt consolidation,17.39061171,0,0,12,0,1023,41.33286822,34,w,2193.540555,0.106155876,0.608977805,1.234717935,0,INDIVIDUAL,33,0,13,13380,16846,0
9824324,30252,10745,11836.08077,59,BAT2575549,16.76674958,A,B2,MORTGAGE,78336.90038,Verified,n,Credit card refinancing,32.51976442,0,0,16,0,5975,52.74613798,27,w,2505.333107,0.009499211,6.693306879,1.131897481,0,INDIVIDUAL,104,0,42,137995,8110,0
16293916,12698,24955,25329.68021,59,BAT1467036,10.74585794,B,D3,RENT,66087.26012,Not Verified,n,Credit card refinancing,21.75526827,0,0,9,0,2791,61.76681571,34,f,1694.169788,0.060456832,1.624496652,0.140792333,0,INDIVIDUAL,125,0,1788,172213,21138,0
10600651,14580,22684,20227.43361,59,BAT4271519,15.92604613,D,A2,RENT,44383.56058,Source Verified,n,Other,16.72297654,0,0,10,0,33995,90.11142978,16,w,2284.265631,0.043511214,5.552821869,26.91204409,0,INDIVIDUAL,74,0,23,143251,9454,1
6009703,13944,2757,21893.1657,59,BAT4722912,9.832188226,D,C1,OWN,71057.96953,Verified,n,Credit card refinancing,13.05348952,0,0,13,1,2046,69.89585886,13,w,1225.907978,0.005634665,1.817434658,0.724707299,0,INDIVIDUAL,97,0,29,233942,9380,1
50286498,23784,26413,9069.17689,58,BAT2803411,12.90297603,A,F2,MORTGAGE,43368.49516,Source Verified,n,Debt consolidation,16.66723819,0,0,14,0,328,79.07322402,17,w,405.0798474,0.000692957,6.400329176,1.069978439,0,INDIVIDUAL,160,0,35,70813,12473,1
